date;year;day_number;auction_weight_kg;auction_price_usd;contract_weight_kg;contract_price_usd;combined_weight_kg;combined_price_usd;rejection_rate_auction;rejection_rate_contract;month;week;quarter;price_gap_ac;weight_gap_ac;total_rejection_pressure;rolling_avg_price;rolling_rejection_rate
2022/08/10;2022;90;12589088;3.178913043478262;185718951.0;3.04;198308039.0;3.05;12.5;2.14;8;32;3;0.13891304347826194;-173129863.0;554802155.1400001;3.0542857142857147;7.358571428571429
2022/08/05;2022;89;12589088;3.178913043478262;185578904.0;3.04;198167992.0;3.05;12.5;2.14;8;31;3;0.13891304347826194;-172989816.0;554502454.56;3.0528571428571425;7.354285714285714
2022/08/04;2022;88;12589088;3.178913043478262;184774837.0;3.04;197363925.0;3.05;12.5;2.14;8;31;3;0.13891304347826194;-172185749.0;552781751.1800001;3.051428571428571;7.3500000000000005
2022/08/03;2022;87;12589088;3.178913043478262;184109699.0;3.04;196698787.0;3.05;12.5;2.14;8;31;3;0.13891304347826194;-171520611.0;551358355.86;3.05;7.345714285714286
2022/08/02;2022;86;12589088;3.178913043478262;183205076.0;3.04;195794164.0;3.05;12.5;2.14;8;31;3;0.13891304347826194;-170615988.0;549422462.6400001;3.05;7.341428571428572
2022/08/01;2022;85;12589088;3.178913043478262;182634480.0;3.04;195223568.0;3.05;12.5;2.14;8;31;3;0.13891304347826194;-170045392.0;548201387.2;3.05;7.337142857142857
2022/07/29;2022;84;12589088;3.178913043478262;182009535.0;3.04;194598623.0;3.05;12.5;2.14;7;30;3;0.13891304347826194;-169420447.0;546864004.9000001;3.05;7.332857142857144
2022/07/28;2022;83;12377517;3.22;180716911.0;3.03;193094428.0;3.05;12.45;2.14;7;30;3;0.1900000000000004;-168339394.0;540834276.19;3.05;7.326785714285714
2022/07/27;2022;82;12377517;3.22;179742569.0;3.03;192120085.0;3.05;12.45;2.14;7;30;3;0.1900000000000004;-167365052.0;538749184.3100001;3.05;7.320714285714287
2022/07/26;2022;81;12377517;3.22;178981466.0;3.03;191358983.0;3.04;12.45;2.14;7;30;3;0.1900000000000004;-166603949.0;537120423.89;3.0485714285714285;7.314642857142857
2022/07/25;2022;80;12377517;3.22;178076346.0;3.03;190453863.0;3.04;12.45;2.14;7;30;3;0.1900000000000004;-165698829.0;535183467.09000003;3.0471428571428567;7.312857142857142
2022/07/22;2022;79;12377517;3.22;177275330.0;3.03;189652847.0;3.042400173618274;12.45;2.14;7;29;3;0.1900000000000004;-164897813.0;533469292.85;3.046057167659754;7.311071428571429
2022/07/21;2022;78;12260427;3.22;175918904.0;3.02;188179331.0;3.033030577731196;12.5;2.14;7;29;3;0.20000000000000018;-163658477.0;529721792.06;3.0436329644784954;7.311071428571429
2022/07/20;2022;77;12260427;3.22;174795773.0;3.03;187056200.0;3.042453375669986;12.5;2.14;7;29;3;0.1900000000000004;-162535346.0;527318291.72;3.0425548752884937;7.311071428571429
2022/07/19;2022;76;12065274;3.23;173629765.0;3.03;185695039.0;3.0429947187226687;12.62;2.14;7;29;3;0.20000000000000018;-161564491.0;523831454.98;3.0415541208203036;7.315357142857143
2022/07/18;2022;75;11912194;3.23;172783477.0;3.03;184695671.0;3.042899267140917;12.71;2.14;7;29;3;0.20000000000000018;-160871283.0;521160626.52000004;3.040539730411863;7.322857142857144
2022/07/15;2022;74;11797480;3.23;171905002.0;3.02;183702482.0;3.033486321866898;12.74;2.14;7;28;3;0.20999999999999996;-160107522.0;518176599.48;3.0396092049642767;7.331428571428572
2022/07/14;2022;73;11718733;3.23;170492435.0;3.02;182211168.0;3.0335059445423234;12.76;2.14;7;28;3;0.20999999999999996;-158773702.0;514384843.98;3.0386814827560373;7.340714285714286
2022/07/12;2022;72;11653864;3.23;168990931.0;3.02;180644795.0;3.0335476443702682;12.74;2.14;7;28;3;0.20999999999999996;-157337067.0;510110819.70000005;3.0374168357206086;7.349285714285714
2022/07/12;2022;71;11547097;3.23;167914769.0;3.02;179461866.0;3.033512009119531;12.71;2.14;7;28;3;0.20999999999999996;-156367672.0;506101208.53000003;3.0374856116332274;7.3567857142857145
2022/07/11;2022;70;11466975;3.23;166431765.0;3.02;177898740.0;3.033536154050332;12.66;2.14;7;28;3;0.20999999999999996;-154964790.0;501335880.6;3.0362117228304197;7.3625
2022/07/08;2022;69;11392519;3.23;165398047.0;3.02;176790566.0;3.033532560272475;12.66;2.14;7;27;3;0.20999999999999996;-154005528.0;498181111.12;3.0348599859089633;7.369999999999999
2022/07/07;2022;68;11313380;3.23;163455738.0;3.02;174769118.0;3.0335939909017564;12.62;2.14;7;27;3;0.20999999999999996;-152142358.0;492570134.91999996;3.0335306607319406;7.376071428571429
2022/07/06;2022;67;11221856;3.23;162058431.0;3.02;173280287.0;3.0335998722116613;12.6;2.14;7;27;3;0.20999999999999996;-150836575.0;488200427.94000006;3.0335468822097638;7.381428571428572
2022/06/18;2022;55;9946208;3.19;141852129.0;3.0;151798337.0;3.012449276832328;12.03;2.14;6;24;2;0.18999999999999995;-131905921.0;423216438.3;3.0305387868226217;7.366428571428572
2022/06/17;2022;54;9839539;3.18;140449503.0;2.99;150289042.0;3.0024394459178203;12.0;2.14;6;24;2;0.18999999999999995;-130609964.0;418636404.42;3.0260947584722717;7.350357142857143
2022/06/16;2022;53;9769896;3.19;138575923.0;2.99;148345819.0;3.0031717847740627;11.97;2.14;6;24;2;0.19999999999999973;-128806027.0;413498130.34000003;3.0217604407086336;7.331428571428572
2022/06/14;2022;51;9479155;3.18;134358895.0;2.99;143838050.0;3.002521300518187;11.85;2.14;6;24;2;0.18999999999999995;-124879740.0;399856022.05;3.0173297473468987;7.308214285714286
2022/06/13;2022;50;9322921;3.17;131825957.0;2.99;141148878.0;3.001889047959701;11.84;2.14;6;24;2;0.17999999999999972;-122503036.0;392490932.62;3.0128092455879307;7.280357142857143
2022/06/10;2022;49;9184725;3.17;129929918.0;2.98;139114643.0;2.992544313900874;11.81;2.14;6;23;2;0.18999999999999995;-120745193.0;386521626.77000004;3.0069450060163763;7.248214285714285
2022/06/09;2022;48;9088550;3.17;127855417.0;2.98;136943967.0;2.9926097157679097;11.74;2.14;6;23;2;0.18999999999999995;-118766867.0;380310169.38;3.0010892693815547;7.2125
2022/06/08;2022;47;8957505;3.17;125893887.0;2.98;134851392.0;2.9926207518124843;11.69;2.14;6;23;2;0.18999999999999995;-116936382.0;374126151.63;2.9982566229501484;7.174285714285714
2022/06/07;2022;46;8792598;3.16;123484651.0;2.98;132277249.0;2.9919647758927916;11.6;2.14;6;23;2;0.18000000000000016;-114692053.0;366251289.94;2.9967602415180012;7.133571428571429
2022/06/06;2022;45;8637408;3.16;120700691.0;2.98;129338099.0;2.992020691907649;11.49;2.14;6;23;2;0.18000000000000016;-112063283.0;357543296.66;2.995167228251371;7.090000000000001
2022/06/03;2022;44;8508984;3.15;119119013.0;2.98;127627997.0;2.9913339338859957;11.47;2.14;6;22;2;0.16999999999999993;-110610029.0;352512734.3;2.993569033018201;7.0475
2022/06/02;2022;43;8408177;3.15;116732005.0;2.98;125140182.0;2.991422311100682;11.47;2.14;6;22;2;0.16999999999999993;-108323828.0;346248280.89000005;2.992073784895484;7.005000000000001
2022/06/01;2022;42;8218220;3.15;114510145.0;2.98;122728365.0;2.9913836552780606;11.44;2.14;6;22;2;0.16999999999999993;-106291925.0;339068147.1;2.991907976520796;6.9628571428571435
2022/05/31;2022;41;8041436;3.15;111907645.0;2.99;119949081.0;3.000726466174426;11.42;2.14;5;22;2;0.1599999999999997;-103866209.0;331315559.42;2.993067512293156;6.920714285714287
2022/05/30;2022;40;7821019;3.14;108486740.0;2.98;116307759.0;2.990759067587228;11.44;2.14;5;22;2;0.16000000000000014;-100665721.0;321634080.96000004;2.9928015574038334;6.899642857142857
2022/05/27;2022;39;7651773;3.14;105938211.0;2.98;113589984.0;2.9907780953644645;11.43;2.14;5;21;2;0.16000000000000014;-98286438.0;314167536.93;2.992632031614072;6.8792857142857144
2022/05/26;2022;38;7504674;3.14;102773093.0;2.97;110277767.0;2.981568919236459;11.45;2.14;5;21;2;0.16999999999999993;-95268419.0;305862936.32;2.9911389212324737;6.860714285714286
2022/05/24;2022;37;7268785;3.14;99181492.0;2.97;106450277.0;2.9816081750543493;11.48;2.14;5;21;2;0.16999999999999993;-91912707.0;295694044.68;2.9897495271136667;6.847499999999999
2022/05/23;2022;36;7043707;3.13;95329193.0;2.97;102372900.0;2.981008705624243;11.44;2.14;5;21;2;0.1599999999999997;-88285486.0;284584481.1;2.9882618691884617;6.833214285714286
2022/05/20;2022;35;6873274;3.13;92494231.0;2.97;99367505.0;2.9810672381277965;11.41;2.14;5;20;2;0.1599999999999997;-85620957.0;276361710.68;2.9867880953098522;6.818928571428572
2022/05/19;2022;34;6752185;3.12;89894625.0;2.97;96646810.0;2.9804796811193257;11.39;2.14;5;20;2;0.1499999999999999;-83142440.0;269281884.65;2.983895697444838;6.806428571428571
2022/05/17;2022;32;6278500;3.11;84125514.0;2.97;90404014.0;2.9797229089849933;11.46;2.14;5;20;2;0.13999999999999968;-77847014.0;251980209.96;2.9823191033588046;6.798214285714287
2022/05/16;2022;31;6012416;3.1;80370480.0;2.97;86382895.0;3.06;11.5;2.14;5;20;2;0.1299999999999999;-74358064.0;241135611.20000002;2.9922079468781666;6.794642857142857
2022/05/13;2022;30;5837475;3.15;77402247.0;2.96;83239722.0;2.9733244107903194;11.66;2.14;5;19;2;0.18999999999999995;-71564772.0;233705767.08;2.9910301599572895;6.800714285714286
2022/05/12;2022;29;5753382;3.15;74727973.0;2.96;80481355.0;2.9735825568543173;11.67;2.14;5;19;2;0.18999999999999995;-68974591.0;227059830.16;2.989883643071571;6.807857142857143
2022/05/11;2022;28;5546180;3.15;71208694.0;2.96;76754874.0;2.973729085139271;11.65;2.14;5;19;2;0.18999999999999995;-65662514.0;216999602.16;2.9888436972880035;6.814285714285715
2022/05/10;2022;27;5272017;3.15;67442017.0;2.96;72714034.0;2.973775652028878;11.74;2.14;5;19;2;0.18999999999999995;-62170000.0;206219395.95999998;2.987802042131015;6.825
2022/05/09;2022;26;5007237;3.15;63566494.0;2.95;68573731.0;2.964603950891924;11.84;2.14;5;19;2;0.19999999999999973;-58559257.0;195317983.24;2.9855340806699573;6.840000000000001
2022/05/06;2022;25;4742300;3.15;60087393.0;2.94;64829693.0;2.9553615257749253;11.94;2.14;5;18;2;0.20999999999999996;-55345093.0;185210083.02;2.9820538830685193;6.857857142857143
